exposure,ifilter,ra_center,dec_center,OBJECT,EXPNUM
140.0,z,331.675,26.425,DECaLS_8419_z,346363
170.0,z,29.881,6.335,DECaLS_26391_z,563297
143.0,z,33.6019958333333,31.346,DECaLS_20848_z,784256
80.0,z,177.035,19.485,DECaLS_3269_z,430773
250.0,z,153.588,-4.76819444444444,DECaLS_47579_z,650058
83.0,z,126.991208333333,20.7895833333333,DECaLS_10745_z,807368
101.0,z,130.313,4.785,DECaLS_31524_z,430687
138.0,z,341.196,16.465,DECaLS_7798_z,774199
115.0,z,135.825,18.575,DECaLS_42446_z,807109
131.0,z,241.284,6.179,DECaLS_15104_z,346629
130.0,z,256.245,25.829,DECaLS_15267_z,347345
80.0,z,347.802,11.602,DECaLS_7862_z,774200
121.0,z,1.57699583333333,19.544,DECaLS_33906_z,767570
132.0,z,315.84,6.511,DECaLS_27621_z,773643
137.0,z,129.498,-6.44,DECaLS_46076_z,724729
80.0,z,199.07,10.341,DECaLS_41512_z,522262
176.0,z,39.225,4.925,DECaLS_42166_z,483824
200.0,g,338.379833333333,7.66919444444444,DECaLS_23787_g,661940
80.0,z,26.9059958333333,9.385,DECaLS_34096_z,768467
80.0,z,160.703,33.678,DECaLS_17850_z,520187
80.0,z,17.9590041666667,25.58,DECaLS_36553_z,768424
131.0,z,328.647875,-12.4917777777778,DECaLS_27644_z,773184
140.0,z,222.331004166667,20.299,DECaLS_220_z,830093
108.0,z,11.1649958333333,7.208,DECaLS_2314_z,768041
80.0,z,342.599,2.982,DECaLS_7949_z,563165
250.0,z,29.2549958333333,21.836,DECaLS_20744_z,793101
250.0,z,19.7869958333333,25.793,DECaLS_36563_z,784237
250.0,z,170.39,-2.999,DECaLS_38830_z,510958
86.0,z,329.118,-3.08,DECaLS_27713_z,563875
80.0,z,192.443,17.431,DECaLS_9651_z,430802
156.0,z,118.024995833333,12.948,DECaLS_39185_z,807083
132.0,z,243.48,9.755,DECaLS_15136_z,346641
138.0,z,270.516,27.794,DECaLS_34659_z,769446
250.0,z,141.262791666667,18.7570833333333,DECaLS_42443_z,635915
80.0,z,343.897995833333,-10.255,DECaLS_45719_z,774163
85.0,z,215.870416666667,1.48647222222222,DECaLS_32983_z,642214
250.0,z,331.788125,12.4350555555556,DECaLS_11813_z,346663
240.0,z,142.748625,18.8073333333333,DECaLS_26570_z,634746
138.0,z,337.009583333333,12.1988888888889,DECaLS_7856_z,346682
130.0,z,338.772625,12.1095,DECaLS_7857_z,346683
80.0,z,175.597004166667,22.318,DECaLS_34986_z,830666
132.0,z,339.577458333333,13.5720277777778,DECaLS_7836_z,346684
57.0,r,117.670004166667,28.838,DECaLS_42499_r,802326
56.0,r,224.117625,24.7214444444444,DECaLS_246_r,634561
111.0,z,168.427,18.808,DECaLS_3280_z,511960
250.0,z,261.367333333333,28.5008055555556,DECaLS_18734_z,663620
132.0,z,341.032083333333,19.4948055555556,DECaLS_7764_z,346689
181.0,z,231.187004166667,31.403,DECaLS_31985_z,830109
250.0,z,6.675,27.023,DECaLS_33911_z,775967
149.0,z,313.180995833333,-3.163,DECaLS_43421_z,767581
92.0,z,74.269,-7.397,DECaLS_5692_z,506083
50.0,r,180.002791666667,15.2686666666667,DECaLS_9561_r,626460
128.0,z,351.423541666667,14.2390277777778,DECaLS_7822_z,346721
130.0,z,340.324,21.182,DECaLS_23620_z,347054
122.0,z,206.608,-9.34,DECaLS_17168_z,396146
80.0,z,192.586,20.365,DECaLS_9635_z,430791
77.0,g,183.09,-2.873,DECaLS_28981_g,535194
80.0,z,14.031,11.712,DECaLS_2317_z,768004
172.0,z,234.661004166667,32.315,DECaLS_31970_z,730929
98.0,z,319.742,4.835,DECaLS_11783_z,563503
129.0,z,341.371166666667,13.4655277777778,DECaLS_7837_z,346693
104.0,z,9.913375,-7.00641666666667,DECaLS_44418_z,660110
120.0,z,247.066995833333,-0.053,DECaLS_38118_z,764448
128.0,z,231.337,29.889,DECaLS_228_z,430478
131.0,z,16.719,23.873,DECaLS_18135_z,347092
172.0,z,264.541995833333,30.212,DECaLS_47896_z,768640
148.0,z,55.0510041666667,-1.552,DECaLS_42082_z,784270
80.0,z,67.093125,-14.2816944444444,DECaLS_5625_z,695462
80.0,z,203.946,-7.718,DECaLS_29066_z,820260
128.0,z,355.209083333333,14.0115,DECaLS_7824_z,346733
250.0,z,5.34700416666667,25.405,DECaLS_18038_z,592830
135.0,z,358.694541666667,9.87694444444445,DECaLS_39613_z,660067
136.0,z,340.612,21.229,DECaLS_39492_z,347023
112.0,z,4.833,31.254,DECaLS_4788_z,774675
80.0,z,180.974,16.655,DECaLS_9562_z,511305
86.0,z,128.325,7.704,DECaLS_42356_z,724778
134.0,z,359.067,2.783,DECaLS_7808_z,348088
112.0,z,223.165458333333,9.59825,DECaLS_1123_z,346934
210.0,z,235.051004166667,4.626,DECaLS_16_z,770987
133.0,z,258.58125,23.3388888888889,DECaLS_31175_z,347361
85.0,z,202.188,27.459,DECaLS_22565_z,521432
157.0,z,339.969125,16.7211666666667,DECaLS_39541_z,347391
142.0,z,20.0836666666667,27.3477222222222,DECaLS_4832_z,347504
135.0,z,352.967208333333,25.5654166666667,DECaLS_7709_z,347469
135.0,z,1.03883333333333,27.6710277777778,DECaLS_2148_z,347481
80.0,z,241.708004166667,17.692,DECaLS_31792_z,720555
222.0,z,313.756995833333,-9.492,DECaLS_16534_z,773610
133.0,z,215.509,31.195,DECaLS_22715_z,520245
209.0,z,14.605,17.668,DECaLS_18150_z,488216
124.0,z,14.456,20.556,DECaLS_2261_z,347490
113.0,z,150.916916666667,31.13925,DECaLS_17969_z,625675
161.0,z,192.344,-5.874,DECaLS_29086_z,563027
248.0,z,322.679708333333,6.51375,DECaLS_43569_z,347704
90.0,z,112.891004166667,26.059,DECaLS_23367_z,790344
125.0,z,18.8525833333333,24.1305,DECaLS_34026_z,347766
161.0,z,190.868,-8.742,DECaLS_44929_z,563439
80.0,z,149.623995833333,-4.712,DECaLS_15800_z,801621
250.0,z,334.396916666667,6.29661111111111,DECaLS_43630_z,347734
164.0,z,70.8889958333333,-4.593,DECaLS_37388_z,780298
146.0,z,329.89,11.09,DECaLS_43578_z,347996
109.0,z,222.253,29.375,DECaLS_16121_z,430455
250.0,z,335.533995833333,12.355,DECaLS_23727_z,783015
172.0,z,136.135995833333,-0.06,DECaLS_31546_z,583170
250.0,z,155.347004166667,1.417,DECaLS_47613_z,592897
80.0,z,31.729,9.509,DECaLS_26346_z,563300
80.0,z,136.348004166667,29.216,DECaLS_26705_z,603115
120.0,z,5.082,-13.925,DECaLS_28448_z,790492
250.0,z,175.598583333333,22.3192777777778,DECaLS_34986_z,648026
175.0,r,321.95675,-4.71827777777778,DECaLS_43486_r,677949
166.0,z,122.440995833333,-1.377,DECaLS_30162_z,767680
80.0,z,320.038,-4.772,DECaLS_27598_z,563865
185.0,z,199.814208333333,-6.13294444444444,DECaLS_44954_z,647358
129.0,z,115.122,16.621,DECaLS_7459_z,807103
80.0,z,132.241995833333,4.764,DECaLS_47408_z,719378
202.0,z,110.560004166667,29.617,DECaLS_39799_z,731408
153.0,z,73.6330041666667,-0.91,DECaLS_21550_z,780285
250.0,z,259.975416666667,27.6046944444444,DECaLS_34605_z,347667
80.0,z,181.041,27.67,DECaLS_9540_z,511569
99.0,z,174.706,1.322,DECaLS_19236_z,425306
91.0,z,175.299,-8.407,DECaLS_6987_z,506104
125.0,z,1.624875,27.8003333333333,DECaLS_33892_z,347759
125.0,z,21.5644166666667,29.1575,DECaLS_36590_z,347774
87.0,z,236.519,15.903,DECaLS_64_z,431286
80.0,z,196.210004166667,-3.081,DECaLS_44968_z,820578
85.0,r,321.946791666667,4.92663888888889,DECaLS_43547_r,347955
145.0,z,326.718708333333,8.03761111111111,DECaLS_43612_z,347993
250.0,z,251.38975,10.9026388888889,DECaLS_46922_z,648488
85.0,r,324.323458333333,6.49561111111111,DECaLS_43591_r,347967
152.0,z,325.221625,4.89591666666667,DECaLS_43590_z,347978
112.0,g,126.139995833333,-3.207,DECaLS_14291_g,721477
154.0,z,358.111666666667,9.74575,DECaLS_7869_z,348078
173.0,z,262.810004166667,16.434,DECaLS_47054_z,769898
145.0,z,168.57,2.765,DECaLS_35181_z,425624
147.0,z,343.041833333333,9.06455555555556,DECaLS_39645_z,348035
147.0,z,345.692833333333,10.4223055555556,DECaLS_39627_z,348045
90.0,z,65.736,-13.332,DECaLS_5613_z,506029
96.0,z,232.867004166667,26.672,DECaLS_16065_z,830114
158.0,z,346.547666666667,11.8415,DECaLS_39605_z,348046
149.0,z,10.7497083333333,29.2118333333333,DECaLS_4796_z,348065
138.0,z,347.512416666667,10.327,DECaLS_39628_z,348047
152.0,z,12.578625,29.5248611111111,DECaLS_4803_z,348066
145.0,z,347.591375,7.40827777777778,DECaLS_39664_z,348051
155.0,z,349.416,7.33863888888889,DECaLS_39665_z,348052
89.0,z,162.45825,-8.93522222222222,DECaLS_7127_z,506089
153.0,z,220.837,4.734,DECaLS_32910_z,563823
168.0,z,356.249,6.988,DECaLS_7871_z,488172
250.0,z,317.973,3.339,DECaLS_43491_z,347686
73.0,g,242.727458333333,8.72747222222222,DECaLS_46868_g,348277
122.0,z,322.1015,6.41194444444444,DECaLS_11825_z,348347
125.0,z,316.203916666667,8.03138888888889,DECaLS_11767_z,348341
117.0,z,250.827541666667,10.9598611111111,DECaLS_15178_z,348651
64.0,r,240.830041666667,7.79491666666667,DECaLS_15086_r,348684
80.0,z,181.266,16.571,DECaLS_25434_z,608005
173.0,z,203.141,-9.219,DECaLS_29050_z,396118
178.0,z,198.363,30.245,DECaLS_22554_z,819914
100.0,z,341.413041666667,32.1183333333333,DECaLS_24187_z,663727
119.0,z,182.807,-5.579,DECaLS_13129_z,506124
190.0,z,213.938,-1.658,DECaLS_17156_z,563815
194.0,z,265.051004166667,30.25,DECaLS_34608_z,766489
130.0,z,254.269,7.397,DECaLS_15159_z,520646
73.0,r,319.00275,3.23069444444444,DECaLS_11764_r,348791
115.0,z,323.528,9.553,DECaLS_11850_z,348352
120.0,z,219.433995833333,-8.111,DECaLS_33010_z,766485
224.0,z,341.698995833333,32.169,DECaLS_40059_z,775956
250.0,z,28.9412083333333,26.5384722222222,DECaLS_36636_z,677794
108.0,g,317.473083333333,6.50980555555556,DECaLS_27638_g,349202
250.0,z,8.466,21.468,DECaLS_33941_z,783549
117.0,z,246.268583333333,17.6035555555556,DECaLS_15238_z,349593
118.0,z,247.473791666667,12.5914722222222,DECaLS_15180_z,349597
80.0,z,197.981,17.9,DECaLS_9713_z,430808
87.0,g,251.99625,21.3969444444444,DECaLS_15283_g,349643
87.0,g,258.554625,21.6412777777778,DECaLS_15316_g,349655
105.0,g,324.225833333333,11.1145277777778,DECaLS_11831_g,349659
83.0,g,247.675666666667,18.5662222222222,DECaLS_15259_g,349637
148.0,z,13.066,-10.197,DECaLS_12636_z,506011
155.0,z,219.753,31.035,DECaLS_38616_z,520265
156.0,z,176.836004166667,6.855,DECaLS_35127_z,608633
85.0,z,177.739,11.018,DECaLS_35123_z,522124
88.0,g,127.207004166667,-6.271,DECaLS_14321_g,720075
142.0,z,312.843,6.524,DECaLS_43462_z,779797
208.0,z,146.884,4.653,DECaLS_47569_z,536304
80.0,z,209.398004166667,31.212,DECaLS_6781_z,719103
82.0,z,38.7439958333333,9.682,DECaLS_42147_z,769757
80.0,z,194.318,11.632,DECaLS_25581_z,521859
98.0,z,347.802,-11.602,DECaLS_13911_z,789864
250.0,z,350.095995833333,2.95,DECaLS_23783_z,592840
230.0,z,165.083,25.094,DECaLS_34970_z,509536
117.0,z,12.3760041666667,27.923,DECaLS_33899_z,790828
80.0,z,358.23,-2.77,DECaLS_49395_z,774212
122.0,z,247.262,20.215,DECaLS_15261_z,349149
159.0,z,228.646708333333,-4.91072222222222,DECaLS_17016_z,659476
138.0,z,127.411004166667,1.584,DECaLS_31496_z,718697
183.0,z,71.9539958333333,-7.33,DECaLS_37402_z,783585
87.0,g,126.164291666667,13.4216666666667,DECaLS_10658_g,510206
66.0,z,175.243,25.239,DECaLS_19094_z,425672
128.0,z,140.412,12.61,DECaLS_42381_z,724809
148.0,z,331.578,29.589,DECaLS_8434_z,347428
66.0,g,156.813708333333,15.2489722222222,DECaLS_3326_g,511265
80.0,z,336.3,24.54,DECaLS_8397_z,563192
85.0,z,321.463004166667,-7.943,DECaLS_27596_z,772226
105.0,r,109.429416666667,26.3524166666667,DECaLS_23401_r,790322
82.0,z,333.342,-10.727,DECaLS_45692_z,774139
155.0,z,249.342,5.487,DECaLS_46864_z,724607
98.0,g,147.007166666667,23.3682777777778,DECaLS_33788_g,509516
80.0,z,125.076,20.499,DECaLS_10746_z,807369
182.0,z,239.724,28.282,DECaLS_16018_z,430947
92.0,z,69.0502083333333,-5.50186111111111,DECaLS_21502_z,789998
53.0,r,232.513995833333,28.219,DECaLS_31956_r,731993
80.0,z,139.462995833333,11.097,DECaLS_31660_z,725162
111.0,z,130.696004166667,30.182,DECaLS_10846_z,603083
250.0,z,218.548004166667,21.841,DECaLS_31930_z,830085
87.0,z,319.001,3.232,DECaLS_11764_z,563091
80.0,z,65.8810041666667,-5.488,DECaLS_5607_z,789707
87.0,z,209.283,-4.799,DECaLS_33079_z,563816
183.0,z,150.14125,18.6113888888889,DECaLS_35030_z,625977
102.0,g,131.398,12.401,DECaLS_26514_g,511207
62.0,r,144.479791666667,7.96111111111111,DECaLS_15827_r,509846
73.0,r,137.08175,21.6508888888889,DECaLS_42484_r,509494
145.0,z,146.260995833333,21.833,DECaLS_33767_z,592666
111.0,z,0.0,15.268,DECaLS_2169_z,488178
120.0,z,317.533004166667,14.313,DECaLS_36852_z,780109
125.0,r,127.415541666667,25.0782777777778,DECaLS_42552_r,509169
179.0,g,164.49,33.215,DECaLS_17819_g,721516
125.0,r,142.191083333333,24.9066111111111,DECaLS_42525_r,509191
215.0,z,141.056,6.324,DECaLS_47508_z,536302
57.0,r,124.136458333333,7.39980555555556,DECaLS_10614_r,509795
69.0,r,133.325958333333,21.3748611111111,DECaLS_42486_r,509486
147.0,z,234.252,27.921,DECaLS_16064_z,430943
100.0,z,239.815,32.656,DECaLS_3652_z,521466
90.0,z,168.182458333333,8.61202777777778,DECaLS_19288_z,626377
96.0,z,183.64,24.9375,DECaLS_41294_z,630999
135.0,z,244.26775,6.34205555555556,DECaLS_15112_z,346647
153.0,z,238.253,7.072,DECaLS_31758_z,559024
132.0,z,242.588,7.134,DECaLS_15113_z,346639
133.0,z,341.867583333333,20.9285277777778,DECaLS_7749_z,347077
118.0,z,249.373,25.43,DECaLS_15220_z,348656
80.0,z,311.649416666667,-4.85519444444444,DECaLS_11667_z,649913
112.0,z,11.4400041666667,15.898,DECaLS_2258_z,758897
80.0,z,223.66,-1.684,DECaLS_17042_z,548233
114.0,z,324.186,14.301,DECaLS_27659_z,564467
137.0,z,255.208916666667,24.8796944444444,DECaLS_47010_z,347370
137.0,z,260.216666666667,25.9098888888889,DECaLS_47032_z,347377
128.0,z,206.749,32.608,DECaLS_22634_z,520236
80.0,z,205.791,24.605,DECaLS_22578_z,521838
115.0,z,9.57499583333333,25.96,DECaLS_33931_z,774671
250.0,z,323.635041666667,28.2249722222222,DECaLS_40184_z,347713
250.0,z,325.552416666667,28.2590277777778,DECaLS_40183_z,347715
125.0,z,359.556416666667,25.0540277777778,DECaLS_39456_z,347756
125.0,z,17.8921666666667,28.7225,DECaLS_36565_z,347787
125.0,z,24.3118333333333,24.6648333333333,DECaLS_36587_z,347797
142.0,z,327.640958333333,6.44369444444444,DECaLS_43626_z,347991
146.0,z,329.890916666667,11.0896666666667,DECaLS_43578_z,347996
66.0,r,324.478208333333,7.96002777777778,DECaLS_11867_r,348334
109.0,z,149.563041666667,21.7688333333333,DECaLS_17893_z,626348
227.0,z,4.39999583333333,-12.438,DECaLS_44341_z,783893
63.0,r,239.301833333333,8.25172222222222,DECaLS_15885_r,348662
64.0,r,240.359916666667,9.37277777777778,DECaLS_12_r,348683
74.0,r,325.685958333333,6.43147222222222,DECaLS_27738_r,349254
83.0,r,318.40775,4.91036111111111,DECaLS_27637_r,349240
250.0,z,32.2540416666667,12.6756666666667,DECaLS_42196_z,783874
76.0,r,324.512291666667,11.1778888888889,DECaLS_27703_r,349257
80.0,z,150.415,6.262,DECaLS_15844_z,520987
112.0,g,29.0062083333333,18.7189166666667,DECaLS_18136_g,563664
121.0,z,250.193291666667,14.4461666666667,DECaLS_15215_z,349599
80.0,z,213.234,17.195,DECaLS_17046_z,432097
74.0,r,330.268166666667,9.38730555555555,DECaLS_11854_r,349688
80.0,z,200.888,16.521,DECaLS_25627_z,521847
80.0,z,327.952041666667,4.73986111111111,DECaLS_11881_z,563119
80.0,z,136.202,8.031,DECaLS_15727_z,521776
80.0,z,339.311208333333,-5.97280555555556,DECaLS_29888_z,563152
160.0,z,339.488,9.201,DECaLS_39643_z,348031
80.0,z,65.0860041666667,0.931,DECaLS_14823_z,780811
89.0,z,342.752916666667,9.01863888888889,DECaLS_23773_z,563565
186.0,z,122.074995833333,9.749,DECaLS_42379_z,784330
153.0,z,254.989004166667,1.844,DECaLS_30988_z,725299
85.0,z,56.359,-5.898,DECaLS_8495_z,497162
81.0,z,50.5630041666667,-9.33,DECaLS_40252_z,783139
154.0,z,208.713958333333,23.1631111111111,DECaLS_38465_z,626570
170.0,z,29.8817916666667,6.33591666666667,DECaLS_26391_z,563297
160.0,z,205.053416666667,-6.25119444444444,DECaLS_33071_z,563467
177.0,z,200.653333333333,4.39933333333333,DECaLS_41541_z,563450
149.0,z,208.598083333333,9.20455555555555,DECaLS_33021_z,563454
65.0,z,169.129,7.126,DECaLS_19305_z,425632
90.0,z,331.604,-4.609,DECaLS_27731_z,563880
107.0,z,350.066708333333,5.81952777777778,DECaLS_23795_z,563602
80.0,z,11.3269958333333,12.994,DECaLS_2275_z,768005
122.0,z,115.004,28.327,DECaLS_10733_z,393166
120.0,z,120.496995833333,6.758,DECaLS_10616_z,803633
126.0,z,359.578004166667,22.295,DECaLS_39476_z,774243
150.0,g,254.554875,7.37172222222222,DECaLS_31031_g,763187
130.0,z,194.224,32.941,DECaLS_22544_z,520217
180.0,z,267.234,22.623,DECaLS_47082_z,773164
80.0,z,191.748333333333,7.07961111111111,DECaLS_41450_z,563432
88.0,z,232.776,16.455,DECaLS_97_z,431283
208.0,z,126.522,34.01,DECaLS_10831_z,830300
82.0,z,168.567,-3.026,DECaLS_38850_z,719422
172.0,g,67.0635416666667,0.0558888888888889,DECaLS_37326_g,793553
80.0,z,53.8030041666667,-5.374,DECaLS_57001_z,769251
112.0,z,333.652,23.172,DeCaLS,345893
134.0,z,359.559,25.044,DECaLS_39456_z,775076
99.0,z,69.052,-5.505,DECaLS_21502_z,506078
80.0,z,27.237,18.625,DECaLS_18156_z,764335
195.0,z,349.776,-5.738,DECaLS_13929_z,767010
132.0,z,60.2599958333333,-5.151,DECaLS_24355_z,790048
177.0,z,238.95,15.475,DECaLS_31794_z,720553
80.0,z,234.915,11.836,DECaLS_31797_z,830761
92.0,z,329.235,-2.493,DECaLS_49388_z,773228
149.0,z,143.332995833333,23.387,DECaLS_42502_z,592665
116.0,z,143.089,28.129,DECaLS_2104_z,392485
155.0,z,351.905,17.238,DECaLS_39530_z,347402
80.0,z,231.187,31.403,DECaLS_31985_z,521462
91.0,z,186.296,12.518,DECaLS_41357_z,521828
125.0,z,23.437,26.16,DECaLS_36588_z,347798
82.0,r,192.283004166667,21.61,DECaLS_41363_r,730503
219.0,z,349.407291666667,26.1901388888889,DECaLS_23579_z,663731
103.0,z,171.016,-1.509,DECaLS_22957_z,425317
80.0,z,214.797,9.522,DECaLS_1196_z,720131
121.0,z,117.019,28.899,DECaLS_10755_z,393172
87.0,z,180.0,12.503,DECaLS_9570_z,431188
99.0,g,7.824,9.997,DECaLS_18126_g,563641
80.0,z,64.878,-16.621,DECaLS_5611_z,497174
124.0,z,52.5119583333333,-3.18716666666667,DECaLS_26224_z,695426
80.0,z,323.118,-7.92,DECaLS_27612_z,774128
91.0,z,24.672875,20.0029722222222,DECaLS_18176_z,660598
122.0,z,356.138,15.36,DECaLS_7806_z,346737
113.0,z,158.723,24.256,DECaLS_33804_z,509206
80.0,z,165.865004166667,-1.598,DECaLS_38880_z,803380
80.0,z,171.021,25.829,DECaLS_3220_z,511963
250.0,z,137.489958333333,6.39113888888889,DECaLS_31598_z,630907
163.0,z,64.5040041666667,-13.95,DECaLS_37346_z,780273
189.0,z,128.599995833333,32.682,DECaLS_42585_z,829992
100.0,z,62.871,-7.096,DECaLS_21461_z,506071
115.0,z,357.484,5.662,DECaLS_23721_z,563609
92.0,z,71.623,-5.558,DECaLS_5659_z,506049
80.0,z,56.4647916666667,-11.6136111111111,DECaLS_24406_z,695449
102.0,z,215.791,26.596,DECaLS_6821_z,431247
87.0,z,333.889004166667,-3.089,DECaLS_11889_z,773210
157.0,z,2.33533333333333,29.3298055555556,DECaLS_18021_z,690493
137.0,z,317.585,15.751,DECaLS_5123_z,563526
146.0,z,335.539,6.132,DECaLS_11887_z,488149
86.0,z,47.732,-6.434,DECaLS_10398_z,497203
180.0,z,268.639995833333,31.973,DECaLS_34610_z,773161
131.0,z,121.684004166667,31.531,DECaLS_10799_z,790358
80.0,z,191.775,27.793,DECaLS_9547_z,512352
161.0,z,265.993,14.687,DECaLS_47052_z,536444
140.0,z,356.927,27.942,DECaLS_7697_z,347475
80.0,z,356.809004166667,-9.648,DECaLS_45579_z,774605
209.0,z,1.242,11.205,DECaLS_18062_z,488192
80.0,z,128.368004166667,3.155,DECaLS_47376_z,724775
175.0,z,11.4580041666667,7.29,DECaLS_18186_z,775959
66.0,r,198.260166666667,33.412,DECaLS_38441_r,829761
80.0,z,30.795,7.92,DECaLS_26368_z,779958
133.0,z,21.309,25.941,DECaLS_20703_z,789654
112.0,z,233.627,29.508,DECaLS_16083_z,430466
95.0,z,180.942166666667,8.34422222222222,DECaLS_9594_z,830353
54.0,r,351.570208333333,8.53266666666667,DECaLS_7906_r,660933
145.0,z,157.066995833333,-1.648,DECaLS_47611_z,718754
128.0,z,125.727,26.344,DECaLS_26697_z,433107
228.0,z,4.36900416666667,26.718,DECaLS_18031_z,592828
90.0,z,112.951245833333,17.0858330555556,,521601
130.0,z,24.5507083333333,32.5639722222222,DECaLS_4896_z,661056
55.0,r,132.821333333333,15.4076388888889,DECaLS_42414_r,803678
94.0,z,156.607,24.464,DECaLS_17933_z,430720
106.0,z,138.633791666667,21.7816944444444,DECaLS_26611_z,624815
131.0,z,17.59,22.442,DECaLS_18153_z,347093
145.0,z,167.418,29.519,DECaLS_1936_z,520549
127.0,z,218.841,28.075,DECaLS_225_z,431296
142.0,z,70.83,-10.947,DECaLS_5656_z,506107
200.0,g,42.144,8.03194444444444,DECaLS_10376_g,781026
80.0,z,148.732004166667,6.299,DECaLS_15843_z,802011
83.0,g,45.39775,-4.80188888888889,DECaLS_26284_g,781362
120.0,z,241.794,11.922,DECaLS_31762_z,349180
80.0,z,174.381,7.028,DECaLS_3403_z,430753
80.0,z,335.013,-4.539,DECaLS_27760_z,563141
80.0,z,178.959,27.67,DECaLS_3210_z,511567
80.0,z,55.33625,-4.57788888888889,DECaLS_24360_z,695452
80.0,z,151.081004166667,-3.249,DECaLS_47564_z,719428
80.0,z,55.1839958333333,-4.079,DECaLS_57197_z,769257
87.0,z,237.964004166667,7.099,DECaLS_15886_z,830439
175.0,g,201.27675,25.78325,DECaLS_22551_g,650132
140.0,g,258.808625,21.6308611111111,DECaLS_31188_g,557827
57.0,g,323.000541666667,-4.80619444444444,DECaLS_11759_g,558558
133.0,g,16.151875,17.7432222222222,DECaLS_2299_g,563259
147.0,z,203.947708333333,18.2049166666667,DECaLS_41463_z,626184
112.0,z,173.558041666667,28.3995833333333,DECaLS_34951_z,630983
80.0,z,235.19,20.451,DECaLS_15984_z,558408
80.0,z,210.967,10.903,DECaLS_17105_z,522209
121.0,z,309.98,-3.164,DECaLS_43405_z,563493
168.0,z,31.5,20.319,DECaLS_4888_z,347500
92.0,z,22.9519958333333,32.497,DECaLS_20751_z,779924
120.0,z,169.152125,15.7693888888889,DECaLS_35058_z,630962
68.0,r,255.909416666667,29.1156388888889,DECaLS_18688_r,557824
166.0,g,241.027875,1.74025,DECaLS_30957_g,558413
80.0,z,315.854458333333,-6.38988888888889,DECaLS_27557_z,669372
54.0,r,161.497083333333,16.3885277777778,DECaLS_19182_r,730782
199.0,g,323.398004166667,20.482,DECaLS_21044_g,763685
82.0,g,321.165666666667,-8.00602777777778,DECaLS_11724_g,558532
106.0,z,8.62099583333333,27.314,DECaLS_33921_z,774673
80.0,z,196.83,13.349,DECaLS_9733_z,521755
80.0,z,338.766166666667,4.67469444444444,DECaLS_39683_z,679789
151.0,z,162.308,-1.625,DECaLS_38899_z,425593
80.0,z,62.5882916666667,-13.0103055555556,DECaLS_5593_z,695134
149.0,g,252.929375,17.9821111111111,DECaLS_31151_g,559057
80.0,z,208.026,9.327,DECaLS_1277_z,426184
161.0,z,345.422,16.314,DECaLS_39544_z,347397
100.0,r,252.25875,21.3716944444444,DECaLS_31155_r,559063
125.0,r,258.699541666667,11.9189722222222,DECaLS_46975_r,559065
175.0,g,275.57875,28.59575,DECaLS_18791_g,559084
250.0,z,17.9479958333333,-11.835,DECaLS_28483_z,592880
125.0,r,274.032708333333,27.7768055555556,DECaLS_34671_r,559096
100.0,z,130.0,22.0,DECaLS_calib_130_22,392886
175.0,g,14.7540416666667,14.7757777777778,DECaLS_34041_g,562880
175.0,g,356.247458333333,6.98752777777778,DECaLS_7871_g,563210
80.0,z,158.18,4.551,DECaLS_3451_z,520961
78.0,r,123.478458333333,20.1189722222222,DECaLS_26619_r,723014
91.0,z,191.746995833333,7.077,DECaLS_41450_z,719779
97.0,z,341.362995833333,-13.46,DECaLS_13977_z,773206
158.0,z,250.644,6.409,DECaLS_46876_z,724608
92.0,z,334.918,-7.618,DECaLS_29857_z,563886
93.0,z,67.46,-6.377,DECaLS_21489_z,506076
122.0,z,343.183004166667,3.11,DECaLS_39693_z,775008
219.0,z,157.627,-3.119,DECaLS_23026_z,425275
80.0,z,126.970004166667,-4.797,DECaLS_30184_z,719374
81.0,z,177.412,13.8490277777778,DECaLS_19209_z,631005
80.0,z,194.61,11.583,DECaLS_41453_z,522258
242.0,z,190.228833333333,30.4913611111111,DECaLS_38389_z,646842
169.0,z,347.868,23.471,DECaLS_39470_z,767595
145.0,z,45.812,-3.251,DECaLS_10396_z,348071
99.0,z,172.856,-1.498,DECaLS_22934_z,425319
85.0,z,307.699995833333,1.715,DECaLS_43408_z,774111
153.0,z,311.37,12.511,DECaLS_20970_z,563501
80.0,z,192.31,-2.977,DECaLS_29077_z,521874
75.0,g,170.322,18.636,DECaLS_3281_g,511547
102.0,z,17.537,8.938,DECaLS_2375_z,497092
80.0,z,136.129995833333,-6.547,DECaLS_47389_z,725076
146.0,z,311.461,8.012,DECaLS_20938_z,563499
80.0,z,189.874004166667,4.151,DECaLS_41448_z,819580
65.0,z,119.588,-3.56,DECaLS_9282_z,396439
133.0,z,111.102,32.903,DECaLS_24703_z,396099
105.0,z,134.622,12.628,DECaLS_10640_z,583188
162.0,z,217.757583333333,7.88272222222222,DECaLS_32924_z,640684
93.0,z,232.726,31.156,DECaLS_227_z,521039
164.0,z,153.835004166667,32.607,DECaLS_17927_z,607942
80.0,z,308.368004166667,-3.155,DECaLS_43399_z,774109
112.0,z,22.6159958333333,-10.506,DECaLS_44375_z,775042
85.0,z,327.205004166667,12.729,DECaLS_43554_z,774615
197.0,z,38.7439958333333,9.682,DECaLS_42147_z,783572
80.0,z,340.013,10.628,DECaLS_23752_z,563563
