exposure,ifilter,ra_center,dec_center,OBJECT,EXPNUM
90.0,i,83.3942916666667,-12.0568888888889,DELVE field: 5822-02-i,956678
90.0,i,84.9009583333333,-11.1421111111111,DELVE field: 5812-02-i,956682
90.0,i,86.4074583333333,-8.38955555555555,DELVE field: 5782-02-i,956689
90.0,i,68.8728333333333,-16.9083055555556,DELVE field: 5637-04-i,956670
90.0,i,105.775833333333,-41.5576388888889,DELVE field: 13266-04-i,957774
90.0,i,60.1847083333333,-12.4754444444444,DELVE field: 8549-04-i,956646
90.0,i,61.6275416666667,-7.79869444444444,DELVE field: 8486-04-i,956655
90.0,i,74.0610416666667,-14.5436944444444,DELVE field: 5688-04-i,956667
90.0,i,57.4855833333333,-10.1552222222222,DELVE field: 8522-04-i,956644
90.0,i,18.5015416666667,-8.63411111111111,DELVE field: 12652-03-i,956616
90.0,i,20.2494166666667,-12.0158055555556,DELVE field: 12610-04-i,956632
90.0,i,124.946791666667,-4.6305,DELVE field: 14304-01-i,956464
90.0,i,87.206,-2.79908333333333,DELVE field: 5717-01-i,956365
90.0,i,7.96270833333333,-19.5977777777778,DELVE field: 12506-03-i,956352
90.0,i,6.9025,-16.1425,DELVE field: 12556-02-i,956338
90.0,i,87.160625,-6.50955555555556,DELVE field: 5762-01-i,956362
90.0,i,11.53875,-15.0570833333333,DELVE field: 12572-02-i,956306
90.0,i,15.0830416666667,-12.3506388888889,DELVE field: 12612-02-i,956304
90.0,i,18.4901666666667,-10.4713333333333,DELVE field: 12633-01-i,956299
90.0,i,93.4315833333333,-7.45441666666667,DELVE field: 9418-03-i,956752
90.0,i,63.7735,-5.42722222222222,DELVE field: 5590-04-i,957710
90.0,i,64.4065833333333,-1.85113888888889,DELVE field: 5592-04-i,957718
90.0,i,89.9979166666667,-0.938555555555556,DELVE field: 5679-01-i,956714
90.0,i,83.544375,-4.61155555555556,DELVE field: 5760-03-i,956722
90.0,i,122.642833333333,-52.0226388888889,DELVE field: 12270-03-i,956740
90.0,i,117.367916666667,-50.6957777777778,DELVE field: 12272-03-i,956737
90.0,i,90.5942083333333,-0.00791666666666667,DELVE field: 9358-03-i,956725
90.0,i,89.266875,-6.52441666666667,DELVE field: 5741-02-i,956696
90.0,i,90.6745,-21.7833611111111,DELVE field: 9535-03-i,956708
90.0,i,88.60825,-1.86861111111111,DELVE field: 5697-01-i,956702
90.0,i,87.8460833333333,-9.29913888888889,DELVE field: 5783-02-i,956693
90.0,i,87.218125,-0.936805555555556,DELVE field: 5696-01-i,956700
90.0,z,284.870791666667,-37.5207222222222,DELVE field: 11970-02-z,1035420
90.0,i,83.4678333333333,-10.2391111111111,DELVE field: 5811-02-i,956681
90.0,i,55.2625833333333,-1.63186111111111,DELVE field: 10338-04-i,956662
90.0,i,61.1554583333333,-9.37580555555556,DELVE field: 8524-04-i,956652
90.0,z,302.292125,-33.1485833333333,DELVE field: 12912-01-z,1035483
90.0,i,46.607375,-3.25438888888889,DELVE field: 10396-04-i,956634
90.0,z,314.212791666667,-33.65175,DELVE field: 824-01-z,1035513
90.0,i,45.7571666666667,-1.63013888888889,DELVE field: 10395-04-i,956635
90.0,i,55.655875,-10.4104444444444,DELVE field: 8521-04-i,956642
90.0,z,286.64475,-36.6244722222222,DELVE field: 11969-02-z,1035433
90.0,i,85.6590833333333,-9.26533333333333,DELVE field: 5798-01-i,956359
90.0,i,84.3216666666667,-6.5035,DELVE field: 5780-01-i,956358
90.0,i,128.362875,-4.81277777777778,DELVE field: 14294-01-i,956467
90.0,i,88.552625,-9.27558333333333,DELVE field: 5783-01-i,956363
90.0,i,86.26825,-8.33069444444445,DELVE field: 5782-03-i,957728
90.0,z,304.226666666667,-38.0593611111111,DELVE field: 12951-01-z,1035487
90.0,i,9.49429166666667,-9.1545,DELVE field: 12657-02-i,956343
90.0,i,319.53425,-36.9693611111111,DELVE field: 5573-03-i,957682
90.0,i,9.56404166666666,-15.7517222222222,DELVE field: 12555-01-i,956293
90.0,i,321.291,-29.3385833333333,DELVE field: 5538-03-i,957674
90.0,i,319.012041666667,-24.6504722222222,DELVE field: 783-03-i,957671
90.0,i,125.3655,-2.89536111111111,DELVE field: 14291-02-i,956842
90.0,i,98.7659583333333,-20.8800277777778,DELVE field: 9519-03-i,956742
90.0,i,93.5279166666667,-11.1182777777778,DELVE field: 9463-03-i,956750
90.0,i,96.821625,-16.5046944444444,DELVE field: 9502-03-i,956746
90.0,i,135.785416666667,-3.25058333333333,DELVE field: 15659-01-i,956837
90.0,i,127.774208333333,-3.2435,DELVE field: 15615-01-i,956840
90.0,i,319.738791666667,-26.2094722222222,DELVE field: 784-03-i,957672
90.0,i,117.667833333333,-48.5053055555556,DELVE field: 12290-02-i,956735
90.0,i,89.1960833333333,-0.930666666666667,DELVE field: 5679-03-i,956724
90.0,i,109.107625,-35.3528611111111,DELVE field: 12315-02-i,956732
90.0,i,89.1569583333333,-6.51030555555556,DELVE field: 5741-03-i,956729
90.0,i,99.5474166666666,-24.1599722222222,DELVE field: 9496-02-i,956705
90.0,z,310.699375,-30.1843611111111,DELVE field: 802-01-z,1035505
90.0,i,318.290708333333,-11.5761666666667,DELVE field: 11694-02-i,957654
90.0,i,65.1793333333333,-12.3784166666667,DELVE field: 5603-04-i,956674
90.0,i,70.6421666666667,-16.1610833333333,DELVE field: 5653-04-i,956669
90.0,i,52.0964166666667,-1.63863888888889,DELVE field: 10351-04-i,956663
90.0,i,57.1521666666667,-5.90041666666667,DELVE field: 8495-04-i,956659
90.0,i,87.848125,-7.46030555555556,DELVE field: 5763-02-i,956694
90.0,i,66.1082916666667,-14.9932777777778,DELVE field: 5612-04-i,956672
90.0,i,56.9829166666667,-11.6627222222222,DELVE field: 8534-04-i,956643
90.0,i,54.3425,-9.13255555555556,DELVE field: 8510-04-i,956641
90.0,i,53.069625,-7.79030555555556,DELVE field: 8500-04-i,956639
90.0,i,18.3324166666667,-8.94330555555556,DELVE field: 12653-04-i,956624
90.0,i,17.3891666666667,-7.42361111111111,DELVE field: 12670-04-i,956625
90.0,i,7.801,-14.7820833333333,DELVE field: 12574-02-i,956339
300.0,i,5.96175,-37.823,DELVE field: 100312-07-i,956316
90.0,i,10.67125,-16.4392222222222,DELVE field: 12554-02-i,956347
90.0,z,313.675125,-36.6363611111111,DELVE field: 12968-01-z,1035509
90.0,i,12.48125,-15.6568888888889,DELVE field: 12553-03-i,956354
90.0,i,6.947125,-22.6778055555556,DELVE field: 12481-01-i,956298
90.0,i,6.68966666666667,-14.1173611111111,DELVE field: 12575-01-i,956291
90.0,i,116.706291666667,-48.9389444444444,DELVE field: 12290-03-i,956738
90.0,i,89.1300833333333,-10.1892222222222,DELVE field: 5784-03-i,956731
90.0,i,95.0449583333333,-38.5114722222222,DELVE field: 13326-03-i,956741
90.0,i,87.722875,-7.42241666666667,DELVE field: 5763-03-i,956730
90.0,i,86.2684166666667,-8.32930555555556,DELVE field: 5782-03-i,956719
90.0,i,86.4300416666667,-0.970861111111111,DELVE field: 5696-02-i,956699
90.0,i,86.3847916666666,-10.2223611111111,DELVE field: 5799-02-i,956690
90.0,i,87.68825,-9.26169444444444,DELVE field: 5783-03-i,956718
90.0,i,92.101125,-6.49147222222222,DELVE field: 9417-02-i,956715
90.0,i,83.5833333333333,-6.56869444444444,DELVE field: 5780-02-i,956687
90.0,z,304.406708333333,-33.6005,DELVE field: 12929-01-z,1035492
90.0,i,84.9875,-7.47941666666667,DELVE field: 5781-02-i,956688
90.0,i,80.8083333333333,-4.74277777777778,DELVE field: 5778-02-i,956684
90.0,i,83.5314583333333,-8.40863888888889,DELVE field: 5797-02-i,956683
90.0,i,62.0244583333333,-11.9921666666667,DELVE field: 8550-04-i,956676
90.0,i,49.616375,-7.96086111111111,DELVE field: 8498-04-i,956637
90.0,i,56.6583333333333,-7.40238888888889,DELVE field: 8502-04-i,956648
90.0,i,59.8155416666667,-8.29822222222222,DELVE field: 8513-04-i,956653
90.0,i,60.2978333333333,-6.76186111111111,DELVE field: 8504-04-i,956654
90.0,i,59.449875,-4.13377777777778,DELVE field: 8490-04-i,956657
90.0,i,60.76975,-5.19611111111111,DELVE field: 8483-04-i,956656
90.0,i,48.5265833333333,-6.43733333333333,DELVE field: 10398-04-i,956636
90.0,i,52.5493333333333,-9.30119444444444,DELVE field: 8509-04-i,956640
90.0,i,123.478166666667,-15.9083888888889,DELVE field: 14352-01-i,956462
90.0,i,17.5633333333333,-7.10441666666667,DELVE field: 12669-03-i,956615
90.0,i,20.1155833333333,-9.01394444444444,DELVE field: 12652-04-i,956623
90.0,i,8.69166666666666,-13.4125277777778,DELVE field: 12594-02-i,956346
90.0,i,57.8515,-1.33358333333333,DELVE field: 8482-01-i,956356
90.0,i,136.9845,-32.0644166666667,DELVE field: 14546-02-i,956460
90.0,i,8.85945833333333,-18.2450555555556,DELVE field: 12521-03-i,956351
90.0,i,148.575583333333,-10.5067222222222,DELVE field: 15753-02-i,958012
90.0,i,153.4375,-14.2165277777778,DELVE field: 7082-03-i,958034
90.0,z,306.526041666667,-34.0124722222222,DELVE field: 12943-01-z,1035496
90.0,i,19.508125,-11.0715277777778,DELVE field: 12632-02-i,956302
300.0,i,0.234416666666667,-39.1231111111111,DELVE field: 100306-01-i,956330
90.0,z,310.040458333333,-33.0993611111111,DELVE field: 811-01-z,1035503
90.0,i,9.79683333333333,-17.8141388888889,DELVE field: 12537-02-i,956336
90.0,i,14.240125,-13.7741666666667,DELVE field: 12591-02-i,956305
300.0,i,0.319625,-39.1065555555556,DELVE field: 100306-04-i,956335
90.0,i,21.1356666666667,-8.106,DELVE field: 12667-02-i,956301
90.0,i,154.205666666667,-15.7126666666667,DELVE field: 7081-03-i,958033
90.0,i,150.07475,-13.54475,DELVE field: 7039-02-i,958018
90.0,i,91.9794166666667,-4.67252777777778,DELVE field: 9396-03-i,956755
90.0,i,90.5738333333333,-5.59230555555555,DELVE field: 9416-03-i,956754
90.0,i,96.6524166666667,-11.0173611111111,DELVE field: 9442-02-i,956713
90.0,i,91.9764166666667,-2.81313888888889,DELVE field: 9377-03-i,956726
90.0,i,95.223625,-15.6194722222222,DELVE field: 9501-03-i,956747
90.0,i,58.1380416666667,-2.88719444444444,DELVE field: 8485-04-i,956660
90.0,i,78.0611666666667,-2.91338888888889,DELVE field: 5755-02-i,956686
90.0,i,75.4570833333333,-15.4569444444444,DELVE field: 5706-04-i,956665
90.0,z,302.677208333333,-39.2237222222222,DELVE field: 12950-01-z,1035486
90.0,i,53.586875,-6.27388888888889,DELVE field: 8493-04-i,956647
90.0,i,19.2857083333333,-10.4709166666667,DELVE field: 12633-04-i,956629
90.0,i,50.1868333333333,-6.40980555555556,DELVE field: 10339-04-i,956638
90.0,i,21.8841666666667,-9.08138888888889,DELVE field: 12651-04-i,956622
90.0,i,12.5415,-16.5819444444444,DELVE field: 12553-02-i,956348
90.0,i,123.950166666667,-14.9040833333333,DELVE field: 14353-03-i,957965
90.0,i,8.79366666666666,-16.2896944444444,DELVE field: 12555-02-i,956337
90.0,i,8.91179166666667,-19.1800555555556,DELVE field: 12521-02-i,956324
300.0,i,2.47120833333333,-39.1129166666667,DELVE field: 100307-06-i,956297
90.0,i,10.4558333333333,-10.6385277777778,DELVE field: 12637-02-i,956344
90.0,i,9.675625,-14.9216944444444,DELVE field: 12573-02-i,956307
90.0,i,93.6541666666667,-14.72775,DELVE field: 9500-03-i,956748
90.0,i,19.1737083333333,-7.48488888888889,DELVE field: 12669-04-i,956626
90.0,i,90.70125,-7.4295,DELVE field: 9438-02-i,956704
90.0,i,85.0381666666667,-3.77727777777778,DELVE field: 5738-02-i,956697
90.0,i,78.8772916666667,-0.933,DELVE field: 5756-01-i,956357
90.0,i,125.352,-16.2059444444444,DELVE field: 14368-01-i,956461
90.0,i,87.1254583333333,-8.35341666666667,DELVE field: 5782-01-i,956361
90.0,z,305.736458333333,-36.8638611111111,DELVE field: 12952-01-z,1035490
90.0,z,305.859958333333,-32.3951944444444,DELVE field: 786-01-z,1035495
90.0,i,130.988958333333,-3.25811111111111,DELVE field: 15628-01-i,956838
90.0,i,115.169208333333,-47.8056944444444,DELVE field: 12291-02-i,956733
90.0,i,84.8658333333333,-7.39536111111111,DELVE field: 5781-03-i,956720
90.0,i,93.58875,-12.9295,DELVE field: 9483-03-i,956749
90.0,i,86.4126666666667,-0.910611111111111,DELVE field: 5696-03-i,956723
90.0,i,94.2155833333333,-19.9696666666667,DELVE field: 9533-02-i,956710
90.0,i,95.240625,-11.9436111111111,DELVE field: 9464-02-i,956711
90.0,z,296.5415,-33.1877222222222,DELVE field: 12868-01-z,1035468
90.0,i,72.3714166666667,-15.3688888888889,DELVE field: 5670-04-i,956668
90.0,i,67.4854583333333,-15.9566666666667,DELVE field: 5624-04-i,956671
90.0,i,56.8729583333333,-1.60258333333333,DELVE field: 8481-04-i,956661
90.0,i,57.6463333333333,-4.39741666666667,DELVE field: 8489-04-i,956658
90.0,i,17.67075,-10.0923055555556,DELVE field: 12633-03-i,956617
90.0,i,21.066125,-10.5544444444444,DELVE field: 12632-04-i,956628
90.0,i,20.2684166666667,-8.70766666666667,DELVE field: 12651-03-i,956620
90.0,i,57.9835,-8.65088888888889,DELVE field: 8512-04-i,956649
90.0,z,301.386875,-35.9162222222222,DELVE field: 12927-01-z,1035478
90.0,i,121.479333333333,-7.3495,DELVE field: 14302-03-i,957960
90.0,i,142.785375,-9.11527777777778,DELVE field: 15699-02-i,958000
267.0,g,156.137416666667,-70.5731388888889,DELVE field: 14268-03-g,821258
267.0,g,96.5089166666667,-64.756,DELVE field: 14038-01-g,906442
90.0,i,329.684208333333,-3.61055555555556,DELVE field: 11860-02-i,955551
90.0,i,331.374083333333,-3.59725,DELVE field: 11876-02-i,955552
90.0,g,345.321,-32.6408055555556,DELVE field: 5352-03-g,955564
90.0,g,335.8745,-17.9630555555556,DELVE field: 13943-03-g,955578
90.0,i,332.188791666667,-5.14038888888889,DELVE field: 11875-02-i,955553
90.0,g,337.539416666667,-18.7016111111111,DELVE field: 13962-02-g,955554
90.0,g,343.460583333333,-32.9179166666667,DELVE field: 5364-03-g,955565
90.0,g,335.082333333333,-16.4868333333333,DELVE field: 13944-03-g,955579
90.0,g,341.582791666667,-33.1666666666667,DELVE field: 5377-03-g,955566
90.0,g,339.688166666667,-33.3885833333333,DELVE field: 5392-03-g,955567
300.0,g,6.046875,-40.4802777777778,DELVE field: 100305-09-g,955580
90.0,i,328.007041666667,-3.62266666666667,DELVE field: 11841-02-i,955547
90.0,i,328.800583333333,-5.18647222222222,DELVE field: 11840-02-i,955548
90.0,g,338.347416666667,-20.1639444444444,DELVE field: 13961-02-g,955555
300.0,g,6.1335,-40.4632222222222,DELVE field: 100305-10-g,955581
90.0,g,345.961208333333,-30.8869166666667,DELVE field: 5341-03-g,955593
90.0,g,344.128041666667,-31.1741388888889,DELVE field: 5351-03-g,955594
90.0,g,338.707,-35.9778611111111,DELVE field: 5409-02-g,955556
300.0,g,6.133625,-40.4298055555556,DELVE field: 100305-11-g,955582
300.0,g,6.04608333333333,-40.4133888888889,DELVE field: 100305-12-g,955583
90.0,g,337.775125,-33.5795555555556,DELVE field: 5408-03-g,955568
90.0,g,338.552833333333,-31.88,DELVE field: 5391-03-g,955569
300.0,g,5.958,-40.4633611111111,DELVE field: 100305-07-g,955557
90.0,g,345.637625,-27.7024444444444,DELVE field: 5330-03-g,955607
90.0,i,329.584333333333,-6.74091666666667,DELVE field: 11839-02-i,955549
90.0,i,330.487916666667,-5.16541666666667,DELVE field: 11859-02-i,955550
90.0,g,344.6645,-26.2731944444444,DELVE field: 5329-03-g,955608
300.0,g,6.04441666666667,-40.4467222222222,DELVE field: 100305-08-g,955558
90.0,g,353.5935,-34.4278333333333,DELVE field: 5328-03-g,955559
90.0,g,342.283875,-31.4371111111111,DELVE field: 5363-03-g,955595
90.0,g,340.424541666667,-31.6718888888889,DELVE field: 5376-03-g,955596
90.0,g,339.346583333333,-30.1736388888889,DELVE field: 5375-03-g,955570
90.0,g,343.734125,-24.8440833333333,DELVE field: 13862-03-g,955609
300.0,g,1.395125,-37.8063333333333,DELVE field: 100310-01-g,955584
90.0,g,338.330125,-28.6723888888889,DELVE field: 5374-03-g,955571
90.0,g,339.194708333333,-26.9804166666667,DELVE field: 5360-03-g,955572
300.0,g,1.39558333333333,-37.83975,DELVE field: 100310-02-g,955585
90.0,g,358.252875,-30.1861666666667,DELVE field: 13762-03-g,955587
90.0,g,341.188125,-29.9511111111111,DELVE field: 5362-03-g,955597
90.0,g,345.575291666667,-24.5966111111111,DELVE field: 13845-03-g,955610
90.0,g,352.163958333333,-33.0483888888889,DELVE field: 5327-03-g,955560
90.0,g,350.328916666667,-33.4251111111111,DELVE field: 5334-03-g,955561
90.0,g,338.271375,-25.4978333333333,DELVE field: 5359-03-g,955573
90.0,g,340.162916666667,-28.4649166666667,DELVE field: 5361-03-g,955598
90.0,g,346.504416666667,-26.0021944444444,DELVE field: 13830-03-g,955611
90.0,g,337.385416666667,-24.0173333333333,DELVE field: 5358-03-g,955574
90.0,g,336.529666666667,-22.5386944444444,DELVE field: 5357-03-g,955575
90.0,g,348.363291666667,-25.7212777777778,DELVE field: 13816-03-g,955612
90.0,g,354.393333333333,-30.8622777777778,DELVE field: 5316-03-g,955588
90.0,g,341.989333333333,-28.2329444444444,DELVE field: 5349-03-g,955599
90.0,g,341.013416666667,-26.7636111111111,DELVE field: 5348-03-g,955600
90.0,g,348.477625,-33.7738333333333,DELVE field: 5343-03-g,955562
90.0,g,347.436791666667,-24.3407777777778,DELVE field: 13829-03-g,955613
90.0,g,352.60475,-31.2681944444444,DELVE field: 5320-03-g,955589
90.0,g,350.807041666667,-31.65025,DELVE field: 5326-03-g,955590
90.0,g,347.167125,-32.3361944444444,DELVE field: 5342-03-g,955563
90.0,g,337.495708333333,-20.9034444444444,DELVE field: 13941-03-g,955576
90.0,g,349.328125,-24.0855277777778,DELVE field: 13815-03-g,955614
90.0,g,340.083875,-25.2973055555556,DELVE field: 5347-03-g,955601
90.0,g,341.903791666667,-25.0778611111111,DELVE field: 5337-03-g,955602
90.0,g,348.994,-32.0056944444444,DELVE field: 5333-03-g,955591
90.0,g,347.78125,-30.5725833333333,DELVE field: 5332-03-g,955592
90.0,g,350.254708333333,-25.4411944444444,DELVE field: 13803-03-g,955615
90.0,g,336.677166666667,-19.4356388888889,DELVE field: 13942-03-g,955577
90.0,g,351.207125,-26.7931388888889,DELVE field: 13793-03-g,955616
90.0,g,349.3215,-27.1030555555556,DELVE field: 13804-03-g,955617
90.0,g,342.834791666667,-26.5275277777778,DELVE field: 5338-03-g,955603
90.0,g,353.235708333333,-29.49975,DELVE field: 13763-03-g,955621
90.0,g,343.812625,-27.9776944444444,DELVE field: 5339-03-g,955604
90.0,g,343.02075,-29.7032777777778,DELVE field: 5350-03-g,955605
90.0,g,352.192541666667,-28.1446111111111,DELVE field: 13784-03-g,955622
90.0,g,350.327125,-28.4855277777778,DELVE field: 13766-03-g,955618
90.0,g,349.593,-30.2344444444444,DELVE field: 5325-03-g,955619
90.0,g,353.143166666667,-26.4995277777778,DELVE field: 13783-03-g,955623
90.0,g,344.848,-29.4312777777778,DELVE field: 5340-03-g,955606
90.0,g,352.187625,-25.1731388888889,DELVE field: 13792-03-g,955624
90.0,g,351.40525,-29.8749722222222,DELVE field: 5319-03-g,955620
90.0,g,353.211958333333,-23.6102777777778,DELVE field: 13791-03-g,955625
90.0,g,355.180208333333,-23.3732777777778,DELVE field: 13781-03-g,955626
90.0,g,356.154541666667,-24.6791388888889,DELVE field: 13774-03-g,955627
90.0,g,355.142625,-26.2421388888889,DELVE field: 13775-03-g,955628
90.0,g,357.149375,-25.9785277777778,DELVE field: 13768-03-g,955629
90.0,g,358.166041666667,-27.27575,DELVE field: 13764-03-g,955630
90.0,g,359.202916666667,-25.8628611111111,DELVE field: 12443-03-g,955631
90.0,g,358.180791666667,-24.5174166666667,DELVE field: 13767-03-g,955632
90.0,g,0.208458333333333,-21.7681944444444,DELVE field: 12484-03-g,955633
90.0,g,359.202291666667,-17.6318888888889,DELVE field: 13777-03-g,955634
90.0,g,4.97020833333333,-15.0724722222222,DELVE field: 12557-03-g,955636
90.0,g,1.13216666666667,-14.8983333333333,DELVE field: 12559-03-g,955635
90.0,g,6.86841666666667,-15.2045833333333,DELVE field: 12556-03-g,955637
90.0,g,60.2091666666667,-0.274305555555556,DELVE field: 14817-02-g,955638
90.0,g,79.99925,-7.42005555555556,DELVE field: 5775-01-g,955639
90.0,g,88.5044166666667,-12.9213888888889,DELVE field: 5814-01-g,955654
90.0,g,81.4785833333333,-6.50294444444444,DELVE field: 5795-01-g,955640
90.0,g,82.6516666666667,-11.0815555555556,DELVE field: 5809-01-g,955646
90.0,g,88.4773333333333,-14.7213611111111,DELVE field: 5825-01-g,955655
90.0,g,82.857875,-7.42677777777778,DELVE field: 5796-01-g,955641
90.0,g,85.5179583333333,-12.9052777777778,DELVE field: 5823-01-g,955647
90.0,g,89.9966666666667,-13.8264722222222,DELVE field: 5815-01-g,955656
90.0,g,84.249,-8.34825,DELVE field: 5797-01-g,955642
90.0,g,86.9854166666667,-13.8151111111111,DELVE field: 5824-01-g,955648
90.0,g,89.9962916666667,-12.0179166666667,DELVE field: 5801-01-g,955657
90.0,g,85.657375,-9.26913888888889,DELVE field: 5798-01-g,955643
90.0,g,88.59675,-3.73266666666667,DELVE field: 5718-01-g,955662
90.0,g,87.036625,-12.0079722222222,DELVE field: 5813-01-g,955649
90.0,g,89.9968333333333,-10.1956944444444,DELVE field: 5784-01-g,955658
90.0,g,92.9560833333333,-12.0078888888889,DELVE field: 9482-01-g,955671
90.0,g,85.5927083333333,-11.0942777777778,DELVE field: 5812-01-g,955644
90.0,g,87.0825,-10.1886944444444,DELVE field: 5799-01-g,955650
90.0,g,88.6042916666667,-1.87069444444444,DELVE field: 5697-01-g,955663
90.0,g,84.073625,-11.9946111111111,DELVE field: 5822-01-g,955645
90.0,g,87.1235,-8.35633333333333,DELVE field: 5782-01-g,955651
90.0,g,93.0072916666667,-13.8148055555556,DELVE field: 9499-01-g,955672
90.0,g,89.997,-2.80263888888889,DELVE field: 5698-01-g,955664
90.0,g,89.9967083333333,-8.36147222222222,DELVE field: 5764-01-g,955659
90.0,g,88.5693333333333,-7.43858333333333,DELVE field: 5763-01-g,955660
90.0,g,88.5511666666667,-9.27866666666667,DELVE field: 5783-01-g,955652
90.0,g,89.9969583333333,-4.66294444444445,DELVE field: 5719-01-g,955665
90.0,g,94.4753333333333,-12.9045,DELVE field: 9483-01-g,955673
90.0,g,88.58475,-5.58908333333333,DELVE field: 5740-01-g,955661
90.0,g,89.99675,-6.517,DELVE field: 5741-01-g,955666
90.0,g,94.4014166666666,-11.0935,DELVE field: 9463-01-g,955674
90.0,g,88.52925,-11.1066944444444,DELVE field: 5800-01-g,955653
90.0,g,91.42425,-7.43941666666667,DELVE field: 9438-01-g,955667
90.0,g,91.3970416666667,-3.73305555555556,DELVE field: 9395-01-g,955679
90.0,g,92.91025,-10.1878888888889,DELVE field: 9462-01-g,955675
90.0,g,91.3899166666667,-1.87136111111111,DELVE field: 9376-01-g,955680
90.0,g,91.44275,-9.27841666666667,DELVE field: 9461-01-g,955668
90.0,g,92.8697083333333,-8.35572222222222,DELVE field: 9439-01-g,955676
90.0,g,89.99675,-0.938805555555556,DELVE field: 5679-01-g,955681
90.0,g,92.8341666666667,-6.51172222222222,DELVE field: 9417-01-g,955677
90.0,g,91.4644166666667,-11.1061388888889,DELVE field: 9481-01-g,955669
90.0,g,91.4086666666666,-5.59036111111111,DELVE field: 9416-01-g,955678
90.0,g,92.7891666666667,-2.80047222222222,DELVE field: 9377-01-g,955682
90.0,g,91.487625,-12.9209166666667,DELVE field: 9498-01-g,955670
90.0,g,92.8071666666667,-4.65955555555556,DELVE field: 9396-01-g,955683
90.0,g,94.2322083333333,-5.58419444444444,DELVE field: 9397-01-g,955684
90.0,g,94.2792916666667,-7.43152777777778,DELVE field: 9418-01-g,955685
90.0,g,94.3359583333333,-9.26808333333334,DELVE field: 9440-01-g,955686
90.0,g,95.7440416666666,-8.34811111111111,DELVE field: 9419-01-g,955687
90.0,g,95.8259166666667,-10.1774444444444,DELVE field: 9441-01-g,955688
90.0,g,95.9192083333333,-11.9939166666667,DELVE field: 9464-01-g,955689
90.0,g,97.463875,-12.8875277777778,DELVE field: 9465-01-g,955690
90.0,g,96.7907916666667,-12.8235,DELVE field: 9465-02-g,955691
90.0,g,95.2379166666667,-11.9443611111111,DELVE field: 9464-02-g,955692
90.0,g,84.9021666666667,-11.1430833333333,DELVE field: 5812-02-g,955699
90.0,g,79.0182083333333,-11.1685555555556,DELVE field: 5773-02-g,955708
90.0,g,93.8038333333333,-12.8692222222222,DELVE field: 9483-02-g,955693
90.0,g,83.393375,-12.0575833333333,DELVE field: 5822-02-g,955700
90.0,g,80.4284166666666,-12.0675277777778,DELVE field: 5792-02-g,955709
90.0,g,92.3440416666667,-13.7930833333333,DELVE field: 9499-02-g,955694
90.0,g,81.9622083333333,-11.1579166666667,DELVE field: 5809-02-g,955701
90.0,g,81.858625,-12.9652777777778,DELVE field: 5808-02-g,955710
90.0,g,80.5490833333333,-10.2569166666667,DELVE field: 5793-02-g,955702
90.0,g,90.8169166666667,-12.9134722222222,DELVE field: 9498-02-g,955695
90.0,g,84.8479166666667,-12.9545833333333,DELVE field: 5823-02-g,955711
90.0,g,86.325375,-13.8503888888889,DELVE field: 5824-02-g,955712
90.0,g,82.1331666666667,-7.50283333333333,DELVE field: 5796-02-g,955719
90.0,g,80.7452083333333,-6.59269444444444,DELVE field: 5795-02-g,955720
90.0,g,79.1540833333333,-9.35366666666667,DELVE field: 5774-02-g,955703
90.0,g,89.33425,-13.8328888888889,DELVE field: 5815-02-g,955696
90.0,g,87.833,-12.9419722222222,DELVE field: 5814-02-g,955697
90.0,g,77.7758333333333,-8.44963888888889,DELVE field: 5752-02-g,955704
90.0,g,87.8262916666666,-14.7424444444444,DELVE field: 5825-02-g,955713
90.0,g,79.3690416666667,-5.68191666666667,DELVE field: 5776-02-g,955721
90.0,g,86.3562083333333,-12.0430833333333,DELVE field: 5813-02-g,955698
90.0,g,89.3180416666667,-12.0244722222222,DELVE field: 5801-02-g,955714
90.0,g,78.08925,-1.04947222222222,DELVE field: 5756-02-g,955729
90.0,g,79.4724166666667,-1.96894444444444,DELVE field: 5757-02-g,955730
90.0,g,77.6252083333333,-10.2686111111111,DELVE field: 5751-02-g,955705
90.0,g,77.904,-6.61594444444444,DELVE field: 5753-02-g,955722
90.0,g,87.8402916666666,-11.1268888888889,DELVE field: 5800-02-g,955715
90.0,g,77.4545,-12.0710833333333,DELVE field: 5750-02-g,955706
90.0,g,79.4725,-0.105027777777778,DELVE field: 14861-02-g,955731
90.0,g,86.386,-10.2223333333333,DELVE field: 5799-02-g,955716
90.0,g,79.2741666666667,-7.52444444444444,DELVE field: 5775-02-g,955723
90.0,g,83.624,-4.71791666666667,DELVE field: 5760-02-g,955737
90.0,g,84.9510416666667,-9.31666666666667,DELVE field: 5798-02-g,955717
90.0,g,83.5339583333333,-8.41072222222222,DELVE field: 5797-02-g,955718
90.0,g,78.86275,-12.9672777777778,DELVE field: 5772-02-g,955707
90.0,g,80.8653333333333,-1.02377777777778,DELVE field: 5735-02-g,955732
90.0,g,83.644,-2.85975,DELVE field: 5737-02-g,955738
90.0,g,80.812375,-4.74319444444444,DELVE field: 5778-02-g,955724
90.0,g,79.436375,-3.82866666666667,DELVE field: 5777-02-g,955725
90.0,g,80.8527916666667,-2.88591666666667,DELVE field: 5758-02-g,955733
90.0,g,82.2545,-1.94144444444444,DELVE field: 5736-02-g,955739
